-48.5693 4.6893 [18, 6, 17, 3, 8, 16]
-104.4587 10.5012 [3, 11, 59, 9, 61, 13]
-87.2958 6.1783 [5, 28, 22, 27, 3, 11]
-488.6014 63.0814 [128, 3, 54, 135, 5, 8]
-773.1001 101.1426 [150, 4, 8, 11, 17, 129]
-1464.1094 174.7194 [190, 163, 9, 1, 103, 54]
-1552.0466 121.0091 [197, 0, 130, 105, 2, 3]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-492.1465 53.089 [128, 5, 55, 68, 9, 29]
-844.0982 98.8182 [156, 11, 8, 165, 13, 64]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-114.0185 14.421 [0, 40, 3, 19, 75, 33]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-48.5693 4.6893 [18, 6, 17, 3, 8, 16]
-87.2958 6.1783 [5, 28, 22, 27, 3, 11]
-773.1001 101.1426 [150, 4, 8, 11, 17, 129]
-1552.0466 121.0091 [197, 0, 130, 105, 2, 3]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-492.1465 53.089 [128, 5, 55, 68, 9, 29]
-844.0982 98.8182 [156, 11, 8, 165, 13, 64]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-105.3606 9.5506 [1, 0, 57, 59, 8, 14]
-580.7378 98.6078 [133, 139, 5, 4, 39, 26]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-114.0185 14.421 [0, 40, 3, 19, 75, 33]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-48.5693 4.6893 [18, 6, 17, 3, 8, 16]
-87.2958 6.1783 [5, 28, 22, 27, 3, 11]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-492.1465 53.089 [128, 5, 55, 68, 9, 29]
-844.0982 98.8182 [156, 11, 8, 165, 13, 64]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-580.7378 98.6078 [133, 139, 5, 4, 39, 26]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-1388.0509 102.0734 [188, 42, 10, 1, 90, 3]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-114.0185 14.421 [0, 40, 3, 19, 75, 33]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-87.2958 6.1783 [5, 28, 22, 27, 3, 11]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-492.1465 53.089 [128, 5, 55, 68, 9, 29]
-844.0982 98.8182 [156, 11, 8, 165, 13, 64]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-1388.0509 102.0734 [188, 42, 10, 1, 90, 3]
-118.0078 35.6978 [0, 71, 70, 11, 21, 78]
-705.5113 86.0138 [146, 60, 6, 85, 19, 75]
-796.6081 62.3781 [152, 16, 19, 23, 13, 2]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-114.0185 14.421 [0, 40, 3, 19, 75, 33]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-87.2958 6.1783 [5, 28, 22, 27, 3, 11]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-844.0982 98.8182 [156, 11, 8, 165, 13, 64]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-1388.0509 102.0734 [188, 42, 10, 1, 90, 3]
-796.6081 62.3781 [152, 16, 19, 23, 13, 2]
-836.1309 75.1534 [154, 4, 58, 9, 116, 5]
-495.4517 47.9742 [128, 38, 14, 21, 4, 9]
-281.7057 35.9482 [106, 4, 38, 55, 17, 9]
-253.54 31.42 [102, 36, 0, 12, 1, 0]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-114.0185 14.421 [0, 40, 3, 19, 75, 33]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-87.2958 6.1783 [5, 28, 22, 27, 3, 11]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-844.0982 98.8182 [156, 11, 8, 165, 13, 64]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-1388.0509 102.0734 [188, 42, 10, 1, 90, 3]
-796.6081 62.3781 [152, 16, 19, 23, 13, 2]
-836.1309 75.1534 [154, 4, 58, 9, 116, 5]
-495.4517 47.9742 [128, 38, 14, 21, 4, 9]
-281.7057 35.9482 [106, 4, 38, 55, 17, 9]
-253.54 31.42 [102, 36, 0, 12, 1, 0]
-122.0209 30.2709 [0, 1, 164, 50, 55, 46]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-114.0185 14.421 [0, 40, 3, 19, 75, 33]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-87.2958 6.1783 [5, 28, 22, 27, 3, 11]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-1388.0509 102.0734 [188, 42, 10, 1, 90, 3]
-796.6081 62.3781 [152, 16, 19, 23, 13, 2]
-495.4517 47.9742 [128, 38, 14, 21, 4, 9]
-281.7057 35.9482 [106, 4, 38, 55, 17, 9]
-253.54 31.42 [102, 36, 0, 12, 1, 0]
-122.0209 30.2709 [0, 1, 164, 50, 55, 46]
-867.6367 74.1867 [157, 27, 83, 35, 22, 14]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-87.2958 6.1783 [5, 28, 22, 27, 3, 11]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-1388.0509 102.0734 [188, 42, 10, 1, 90, 3]
-796.6081 62.3781 [152, 16, 19, 23, 13, 2]
-495.4517 47.9742 [128, 38, 14, 21, 4, 9]
-281.7057 35.9482 [106, 4, 38, 55, 17, 9]
-253.54 31.42 [102, 36, 0, 12, 1, 0]
-867.6367 74.1867 [157, 27, 83, 35, 22, 14]
-119.8436 13.9461 [0, 0, 23, 4, 38, 59]
-709.6594 59.5219 [146, 9, 2, 59, 9, 13]
-119.93 14.1125 [0, 32, 64, 0, 73, 11]
-155.9375 28.3175 [87, 21, 80, 7, 11, 0]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-87.2958 6.1783 [5, 28, 22, 27, 3, 11]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-1388.0509 102.0734 [188, 42, 10, 1, 90, 3]
-796.6081 62.3781 [152, 16, 19, 23, 13, 2]
-495.4517 47.9742 [128, 38, 14, 21, 4, 9]
-281.7057 35.9482 [106, 4, 38, 55, 17, 9]
-253.54 31.42 [102, 36, 0, 12, 1, 0]
-867.6367 74.1867 [157, 27, 83, 35, 22, 14]
-119.8436 13.9461 [0, 0, 23, 4, 38, 59]
-709.6594 59.5219 [146, 9, 2, 59, 9, 13]
-119.93 14.1125 [0, 32, 64, 0, 73, 11]
-155.9375 28.3175 [87, 21, 80, 7, 11, 0]
-886.4614 79.1039 [159, 19, 7, 116, 4, 13]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-87.2958 6.1783 [5, 28, 22, 27, 3, 11]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-1388.0509 102.0734 [188, 42, 10, 1, 90, 3]
-796.6081 62.3781 [152, 16, 19, 23, 13, 2]
-495.4517 47.9742 [128, 38, 14, 21, 4, 9]
-281.7057 35.9482 [106, 4, 38, 55, 17, 9]
-253.54 31.42 [102, 36, 0, 12, 1, 0]
-867.6367 74.1867 [157, 27, 83, 35, 22, 14]
-119.8436 13.9461 [0, 0, 23, 4, 38, 59]
-709.6594 59.5219 [146, 9, 2, 59, 9, 13]
-119.93 14.1125 [0, 32, 64, 0, 73, 11]
-155.9375 28.3175 [87, 21, 80, 7, 11, 0]
-886.4614 79.1039 [159, 19, 7, 116, 4, 13]
-1149.9878 92.3478 [174, 1, 147, 3, 3, 0]
-894.3709 83.1709 [158, 30, 150, 5, 11, 20]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-87.2958 6.1783 [5, 28, 22, 27, 3, 11]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-796.6081 62.3781 [152, 16, 19, 23, 13, 2]
-495.4517 47.9742 [128, 38, 14, 21, 4, 9]
-281.7057 35.9482 [106, 4, 38, 55, 17, 9]
-253.54 31.42 [102, 36, 0, 12, 1, 0]
-867.6367 74.1867 [157, 27, 83, 35, 22, 14]
-119.8436 13.9461 [0, 0, 23, 4, 38, 59]
-709.6594 59.5219 [146, 9, 2, 59, 9, 13]
-119.93 14.1125 [0, 32, 64, 0, 73, 11]
-155.9375 28.3175 [87, 21, 80, 7, 11, 0]
-886.4614 79.1039 [159, 19, 7, 116, 4, 13]
-1149.9878 92.3478 [174, 1, 147, 3, 3, 0]
-894.3709 83.1709 [158, 30, 150, 5, 11, 20]
-1443.7477 98.8077 [191, 12, 9, 4, 64, 16]
-1450.0698 104.3298 [191, 1, 0, 4, 124, 0]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-87.2958 6.1783 [5, 28, 22, 27, 3, 11]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-796.6081 62.3781 [152, 16, 19, 23, 13, 2]
-495.4517 47.9742 [128, 38, 14, 21, 4, 9]
-281.7057 35.9482 [106, 4, 38, 55, 17, 9]
-253.54 31.42 [102, 36, 0, 12, 1, 0]
-867.6367 74.1867 [157, 27, 83, 35, 22, 14]
-119.8436 13.9461 [0, 0, 23, 4, 38, 59]
-709.6594 59.5219 [146, 9, 2, 59, 9, 13]
-119.93 14.1125 [0, 32, 64, 0, 73, 11]
-155.9375 28.3175 [87, 21, 80, 7, 11, 0]
-886.4614 79.1039 [159, 19, 7, 116, 4, 13]
-1149.9878 92.3478 [174, 1, 147, 3, 3, 0]
-894.3709 83.1709 [158, 30, 150, 5, 11, 20]
-1443.7477 98.8077 [191, 12, 9, 4, 64, 16]
-1450.0698 104.3298 [191, 1, 0, 4, 124, 0]
-1042.2058 83.5858 [169, 36, 1, 85, 1, 12]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-796.6081 62.3781 [152, 16, 19, 23, 13, 2]
-495.4517 47.9742 [128, 38, 14, 21, 4, 9]
-281.7057 35.9482 [106, 4, 38, 55, 17, 9]
-253.54 31.42 [102, 36, 0, 12, 1, 0]
-867.6367 74.1867 [157, 27, 83, 35, 22, 14]
-119.8436 13.9461 [0, 0, 23, 4, 38, 59]
-709.6594 59.5219 [146, 9, 2, 59, 9, 13]
-119.93 14.1125 [0, 32, 64, 0, 73, 11]
-155.9375 28.3175 [87, 21, 80, 7, 11, 0]
-886.4614 79.1039 [159, 19, 7, 116, 4, 13]
-1149.9878 92.3478 [174, 1, 147, 3, 3, 0]
-894.3709 83.1709 [158, 30, 150, 5, 11, 20]
-1443.7477 98.8077 [191, 12, 9, 4, 64, 16]
-1450.0698 104.3298 [191, 1, 0, 4, 124, 0]
-1042.2058 83.5858 [169, 36, 1, 85, 1, 12]
-94.361 5.5435 [4, 7, 16, 27, 30, 13]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-796.6081 62.3781 [152, 16, 19, 23, 13, 2]
-495.4517 47.9742 [128, 38, 14, 21, 4, 9]
-281.7057 35.9482 [106, 4, 38, 55, 17, 9]
-253.54 31.42 [102, 36, 0, 12, 1, 0]
-867.6367 74.1867 [157, 27, 83, 35, 22, 14]
-119.8436 13.9461 [0, 0, 23, 4, 38, 59]
-709.6594 59.5219 [146, 9, 2, 59, 9, 13]
-119.93 14.1125 [0, 32, 64, 0, 73, 11]
-155.9375 28.3175 [87, 21, 80, 7, 11, 0]
-886.4614 79.1039 [159, 19, 7, 116, 4, 13]
-1149.9878 92.3478 [174, 1, 147, 3, 3, 0]
-894.3709 83.1709 [158, 30, 150, 5, 11, 20]
-1443.7477 98.8077 [191, 12, 9, 4, 64, 16]
-1450.0698 104.3298 [191, 1, 0, 4, 124, 0]
-1042.2058 83.5858 [169, 36, 1, 85, 1, 12]
-94.361 5.5435 [4, 7, 16, 27, 30, 13]
-124.3588 21.7613 [0, 0, 41, 0, 96, 63]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-796.6081 62.3781 [152, 16, 19, 23, 13, 2]
-495.4517 47.9742 [128, 38, 14, 21, 4, 9]
-281.7057 35.9482 [106, 4, 38, 55, 17, 9]
-253.54 31.42 [102, 36, 0, 12, 1, 0]
-867.6367 74.1867 [157, 27, 83, 35, 22, 14]
-119.8436 13.9461 [0, 0, 23, 4, 38, 59]
-709.6594 59.5219 [146, 9, 2, 59, 9, 13]
-119.93 14.1125 [0, 32, 64, 0, 73, 11]
-155.9375 28.3175 [87, 21, 80, 7, 11, 0]
-886.4614 79.1039 [159, 19, 7, 116, 4, 13]
-894.3709 83.1709 [158, 30, 150, 5, 11, 20]
-1443.7477 98.8077 [191, 12, 9, 4, 64, 16]
-1450.0698 104.3298 [191, 1, 0, 4, 124, 0]
-1042.2058 83.5858 [169, 36, 1, 85, 1, 12]
-94.361 5.5435 [4, 7, 16, 27, 30, 13]
-124.3588 21.7613 [0, 0, 41, 0, 96, 63]
-1274.9625 86.0825 [182, 5, 0, 20, 15, 8]
-111.4441 9.6641 [1, 0, 53, 22, 16, 36]
-411.9421 46.6846 [120, 38, 42, 23, 26, 19]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-796.6081 62.3781 [152, 16, 19, 23, 13, 2]
-495.4517 47.9742 [128, 38, 14, 21, 4, 9]
-281.7057 35.9482 [106, 4, 38, 55, 17, 9]
-253.54 31.42 [102, 36, 0, 12, 1, 0]
-867.6367 74.1867 [157, 27, 83, 35, 22, 14]
-119.8436 13.9461 [0, 0, 23, 4, 38, 59]
-709.6594 59.5219 [146, 9, 2, 59, 9, 13]
-119.93 14.1125 [0, 32, 64, 0, 73, 11]
-155.9375 28.3175 [87, 21, 80, 7, 11, 0]
-886.4614 79.1039 [159, 19, 7, 116, 4, 13]
-894.3709 83.1709 [158, 30, 150, 5, 11, 20]
-1443.7477 98.8077 [191, 12, 9, 4, 64, 16]
-1450.0698 104.3298 [191, 1, 0, 4, 124, 0]
-1042.2058 83.5858 [169, 36, 1, 85, 1, 12]
-94.361 5.5435 [4, 7, 16, 27, 30, 13]
-124.3588 21.7613 [0, 0, 41, 0, 96, 63]
-1274.9625 86.0825 [182, 5, 0, 20, 15, 8]
-111.4441 9.6641 [1, 0, 53, 22, 16, 36]
-411.9421 46.6846 [120, 38, 42, 23, 26, 19]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-796.6081 62.3781 [152, 16, 19, 23, 13, 2]
-495.4517 47.9742 [128, 38, 14, 21, 4, 9]
-281.7057 35.9482 [106, 4, 38, 55, 17, 9]
-253.54 31.42 [102, 36, 0, 12, 1, 0]
-867.6367 74.1867 [157, 27, 83, 35, 22, 14]
-119.8436 13.9461 [0, 0, 23, 4, 38, 59]
-709.6594 59.5219 [146, 9, 2, 59, 9, 13]
-119.93 14.1125 [0, 32, 64, 0, 73, 11]
-155.9375 28.3175 [87, 21, 80, 7, 11, 0]
-886.4614 79.1039 [159, 19, 7, 116, 4, 13]
-894.3709 83.1709 [158, 30, 150, 5, 11, 20]
-1443.7477 98.8077 [191, 12, 9, 4, 64, 16]
-1450.0698 104.3298 [191, 1, 0, 4, 124, 0]
-1042.2058 83.5858 [169, 36, 1, 85, 1, 12]
-94.361 5.5435 [4, 7, 16, 27, 30, 13]
-124.3588 21.7613 [0, 0, 41, 0, 96, 63]
-1274.9625 86.0825 [182, 5, 0, 20, 15, 8]
-111.4441 9.6641 [1, 0, 53, 22, 16, 36]
-411.9421 46.6846 [120, 38, 42, 23, 26, 19]
-120.7053 16.6478 [1, 2, 11, 10, 144, 1]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-796.6081 62.3781 [152, 16, 19, 23, 13, 2]
-495.4517 47.9742 [128, 38, 14, 21, 4, 9]
-281.7057 35.9482 [106, 4, 38, 55, 17, 9]
-253.54 31.42 [102, 36, 0, 12, 1, 0]
-867.6367 74.1867 [157, 27, 83, 35, 22, 14]
-119.8436 13.9461 [0, 0, 23, 4, 38, 59]
-709.6594 59.5219 [146, 9, 2, 59, 9, 13]
-119.93 14.1125 [0, 32, 64, 0, 73, 11]
-155.9375 28.3175 [87, 21, 80, 7, 11, 0]
-886.4614 79.1039 [159, 19, 7, 116, 4, 13]
-894.3709 83.1709 [158, 30, 150, 5, 11, 20]
-1443.7477 98.8077 [191, 12, 9, 4, 64, 16]
-1450.0698 104.3298 [191, 1, 0, 4, 124, 0]
-1042.2058 83.5858 [169, 36, 1, 85, 1, 12]
-94.361 5.5435 [4, 7, 16, 27, 30, 13]
-124.3588 21.7613 [0, 0, 41, 0, 96, 63]
-1274.9625 86.0825 [182, 5, 0, 20, 15, 8]
-111.4441 9.6641 [1, 0, 53, 22, 16, 36]
-411.9421 46.6846 [120, 38, 42, 23, 26, 19]
-120.7053 16.6478 [1, 2, 11, 10, 144, 1]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-495.4517 47.9742 [128, 38, 14, 21, 4, 9]
-281.7057 35.9482 [106, 4, 38, 55, 17, 9]
-253.54 31.42 [102, 36, 0, 12, 1, 0]
-867.6367 74.1867 [157, 27, 83, 35, 22, 14]
-119.8436 13.9461 [0, 0, 23, 4, 38, 59]
-709.6594 59.5219 [146, 9, 2, 59, 9, 13]
-119.93 14.1125 [0, 32, 64, 0, 73, 11]
-155.9375 28.3175 [87, 21, 80, 7, 11, 0]
-886.4614 79.1039 [159, 19, 7, 116, 4, 13]
-894.3709 83.1709 [158, 30, 150, 5, 11, 20]
-1443.7477 98.8077 [191, 12, 9, 4, 64, 16]
-1450.0698 104.3298 [191, 1, 0, 4, 124, 0]
-1042.2058 83.5858 [169, 36, 1, 85, 1, 12]
-94.361 5.5435 [4, 7, 16, 27, 30, 13]
-124.3588 21.7613 [0, 0, 41, 0, 96, 63]
-1274.9625 86.0825 [182, 5, 0, 20, 15, 8]
-111.4441 9.6641 [1, 0, 53, 22, 16, 36]
-411.9421 46.6846 [120, 38, 42, 23, 26, 19]
-120.7053 16.6478 [1, 2, 11, 10, 144, 1]
-799.8061 61.1661 [152, 10, 13, 11, 7, 8]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-495.4517 47.9742 [128, 38, 14, 21, 4, 9]
-281.7057 35.9482 [106, 4, 38, 55, 17, 9]
-253.54 31.42 [102, 36, 0, 12, 1, 0]
-867.6367 74.1867 [157, 27, 83, 35, 22, 14]
-119.8436 13.9461 [0, 0, 23, 4, 38, 59]
-709.6594 59.5219 [146, 9, 2, 59, 9, 13]
-119.93 14.1125 [0, 32, 64, 0, 73, 11]
-886.4614 79.1039 [159, 19, 7, 116, 4, 13]
-894.3709 83.1709 [158, 30, 150, 5, 11, 20]
-1443.7477 98.8077 [191, 12, 9, 4, 64, 16]
-1450.0698 104.3298 [191, 1, 0, 4, 124, 0]
-1042.2058 83.5858 [169, 36, 1, 85, 1, 12]
-94.361 5.5435 [4, 7, 16, 27, 30, 13]
-124.3588 21.7613 [0, 0, 41, 0, 96, 63]
-1274.9625 86.0825 [182, 5, 0, 20, 15, 8]
-111.4441 9.6641 [1, 0, 53, 22, 16, 36]
-411.9421 46.6846 [120, 38, 42, 23, 26, 19]
-120.7053 16.6478 [1, 2, 11, 10, 144, 1]
-799.8061 61.1661 [152, 10, 13, 11, 7, 8]
-194.6657 25.8882 [93, 2, 16, 4, 29, 1]
-121.796 13.516 [0, 16, 120, 6, 3, 8]


-1578.5991 228.7416 [195, 187, 162, 79, 157, 47]
-392.4412 38.8412 [118, 20, 5, 22, 8, 4]
-1577.1653 113.2478 [198, 59, 4, 0, 4, 41]
-112.6873 10.6573 [2, 4, 98, 3, 13, 10]
-103.1097 6.7122 [2, 1, 13, 38, 45, 9]
-105.6193 8.0693 [2, 0, 69, 31, 10, 6]
-75.8332 3.2432 [10, 0, 7, 2, 10, 10]
-495.4517 47.9742 [128, 38, 14, 21, 4, 9]
-281.7057 35.9482 [106, 4, 38, 55, 17, 9]
-253.54 31.42 [102, 36, 0, 12, 1, 0]
-867.6367 74.1867 [157, 27, 83, 35, 22, 14]
-709.6594 59.5219 [146, 9, 2, 59, 9, 13]
-886.4614 79.1039 [159, 19, 7, 116, 4, 13]
