0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.006 1.54009901185 [12, 869, 241]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0015 5.41248483872 [3, 1318, 1962]


0.0055 2.07985705464 [11, 1576, 481]
0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.006 1.54009901185 [12, 869, 241]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0005 2.59219486026 [1, 199, 708]


0.0055 2.07985705464 [11, 1576, 481]
0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.006 1.54009901185 [12, 869, 241]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0005 2.59219486026 [1, 199, 708]
0.034 1.4517735806 [68, 1475, 203]
0.9325 1.01847426221 [1865, 1614, 18]


0.0055 2.07985705464 [11, 1576, 481]
0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.006 1.54009901185 [12, 869, 241]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0005 2.59219486026 [1, 199, 708]
0.034 1.4517735806 [68, 1475, 203]
0.9325 1.01847426221 [1865, 1614, 18]
0.0575 1.2662020923 [115, 543, 121]


0.0055 2.07985705464 [11, 1576, 481]
0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.006 1.54009901185 [12, 869, 241]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0005 2.59219486026 [1, 199, 708]
0.9325 1.01847426221 [1865, 1614, 18]
0.0575 1.2662020923 [115, 543, 121]
0.019 1.36314665086 [38, 512, 163]


0.0055 2.07985705464 [11, 1576, 481]
0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.006 1.54009901185 [12, 869, 241]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0005 2.59219486026 [1, 199, 708]
0.9325 1.01847426221 [1865, 1614, 18]
0.0575 1.2662020923 [115, 543, 121]
0.019 1.36314665086 [38, 512, 163]


0.0055 2.07985705464 [11, 1576, 481]
0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.006 1.54009901185 [12, 869, 241]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0005 2.59219486026 [1, 199, 708]
0.9325 1.01847426221 [1865, 1614, 18]
0.0575 1.2662020923 [115, 543, 121]
0.019 1.36314665086 [38, 512, 163]
0.036 1.3258557687 [72, 1898, 147]


0.0055 2.07985705464 [11, 1576, 481]
0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.006 1.54009901185 [12, 869, 241]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0005 2.59219486026 [1, 199, 708]
0.9325 1.01847426221 [1865, 1614, 18]
0.0575 1.2662020923 [115, 543, 121]
0.019 1.36314665086 [38, 512, 163]
0.036 1.3258557687 [72, 1898, 147]


0.0055 2.07985705464 [11, 1576, 481]
0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.006 1.54009901185 [12, 869, 241]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0005 2.59219486026 [1, 199, 708]
0.9325 1.01847426221 [1865, 1614, 18]
0.0575 1.2662020923 [115, 543, 121]
0.019 1.36314665086 [38, 512, 163]
0.036 1.3258557687 [72, 1898, 147]


0.0055 2.07985705464 [11, 1576, 481]
0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.006 1.54009901185 [12, 869, 241]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0005 2.59219486026 [1, 199, 708]
0.9325 1.01847426221 [1865, 1614, 18]
0.0575 1.2662020923 [115, 543, 121]
0.019 1.36314665086 [38, 512, 163]
0.036 1.3258557687 [72, 1898, 147]


0.0055 2.07985705464 [11, 1576, 481]
0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.006 1.54009901185 [12, 869, 241]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0005 2.59219486026 [1, 199, 708]
0.0575 1.2662020923 [115, 543, 121]
0.019 1.36314665086 [38, 512, 163]
0.036 1.3258557687 [72, 1898, 147]
0.411 1.0080043541 [822, 737, 10]


0.0055 2.07985705464 [11, 1576, 481]
0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.006 1.54009901185 [12, 869, 241]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0005 2.59219486026 [1, 199, 708]
0.0575 1.2662020923 [115, 543, 121]
0.019 1.36314665086 [38, 512, 163]
0.036 1.3258557687 [72, 1898, 147]
0.411 1.0080043541 [822, 737, 10]


0.0055 2.07985705464 [11, 1576, 481]
0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.006 1.54009901185 [12, 869, 241]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0005 2.59219486026 [1, 199, 708]
0.0575 1.2662020923 [115, 543, 121]
0.019 1.36314665086 [38, 512, 163]
0.036 1.3258557687 [72, 1898, 147]
0.411 1.0080043541 [822, 737, 10]


0.0055 2.07985705464 [11, 1576, 481]
0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.006 1.54009901185 [12, 869, 241]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0005 2.59219486026 [1, 199, 708]
0.0575 1.2662020923 [115, 543, 121]
0.019 1.36314665086 [38, 512, 163]
0.036 1.3258557687 [72, 1898, 147]
0.411 1.0080043541 [822, 737, 10]


0.0055 2.07985705464 [11, 1576, 481]
0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.006 1.54009901185 [12, 869, 241]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0005 2.59219486026 [1, 199, 708]
0.0575 1.2662020923 [115, 543, 121]
0.019 1.36314665086 [38, 512, 163]
0.036 1.3258557687 [72, 1898, 147]
0.382 0.997352203412 [764, 1689, 5]


0.0055 2.07985705464 [11, 1576, 481]
0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.006 1.54009901185 [12, 869, 241]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0005 2.59219486026 [1, 199, 708]
0.0575 1.2662020923 [115, 543, 121]
0.019 1.36314665086 [38, 512, 163]
0.036 1.3258557687 [72, 1898, 147]
0.382 0.997352203412 [764, 1689, 5]


0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0575 1.2662020923 [115, 543, 121]
0.036 1.3258557687 [72, 1898, 147]
0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]


0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0575 1.2662020923 [115, 543, 121]
0.036 1.3258557687 [72, 1898, 147]
0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]


0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0575 1.2662020923 [115, 543, 121]
0.036 1.3258557687 [72, 1898, 147]
0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]


0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0575 1.2662020923 [115, 543, 121]
0.036 1.3258557687 [72, 1898, 147]
0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]


0.0625 1.18514864257 [125, 370, 85]
0.1755 1.01974649078 [351, 1164, 13]
0.118 1.11112376163 [236, 1466, 53]
0.088 1.17728072026 [176, 10, 82]
0.0575 1.2662020923 [115, 543, 121]
0.036 1.3258557687 [72, 1898, 147]
0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]


0.1755 1.01974649078 [351, 1164, 13]
0.088 1.17728072026 [176, 10, 82]
0.036 1.3258557687 [72, 1898, 147]
0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]


0.088 1.17728072026 [176, 10, 82]
0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]


0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]


0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]


0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]


0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]


0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]


0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]


0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]


0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]


0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]


0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]


0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.0165 1.34091982546 [33, 1526, 153]


0.382 0.997352203412 [764, 1689, 5]
0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.0165 1.34091982546 [33, 1526, 153]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.0165 1.34091982546 [33, 1526, 153]
0.363 0.990997528004 [726, 639, 2]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.0165 1.34091982546 [33, 1526, 153]
0.363 0.990997528004 [726, 639, 2]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.0165 1.34091982546 [33, 1526, 153]
0.363 0.990997528004 [726, 639, 2]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.0165 1.34091982546 [33, 1526, 153]
0.363 0.990997528004 [726, 639, 2]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.0165 1.34091982546 [33, 1526, 153]
0.363 0.990997528004 [726, 639, 2]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.0165 1.34091982546 [33, 1526, 153]
0.363 0.990997528004 [726, 639, 2]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.0165 1.34091982546 [33, 1526, 153]
0.363 0.990997528004 [726, 639, 2]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.0165 1.34091982546 [33, 1526, 153]
0.363 0.990997528004 [726, 639, 2]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.0165 1.34091982546 [33, 1526, 153]
0.363 0.990997528004 [726, 639, 2]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.0165 1.34091982546 [33, 1526, 153]
0.363 0.990997528004 [726, 639, 2]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.0165 1.34091982546 [33, 1526, 153]
0.363 0.990997528004 [726, 639, 2]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.0165 1.34091982546 [33, 1526, 153]
0.363 0.990997528004 [726, 639, 2]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.0165 1.34091982546 [33, 1526, 153]
0.363 0.990997528004 [726, 639, 2]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.0165 1.34091982546 [33, 1526, 153]
0.363 0.990997528004 [726, 639, 2]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.0165 1.34091982546 [33, 1526, 153]
0.363 0.990997528004 [726, 639, 2]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.016 1.26681252451 [32, 1572, 120]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.016 1.26681252451 [32, 1572, 120]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.016 1.26681252451 [32, 1572, 120]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.016 1.26681252451 [32, 1572, 120]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


0.0005 1.34367029102 [1, 1995, 153]
0.0295 1.00065079554 [59, 67, 2]
0.363 0.990997528004 [726, 639, 2]
0.0015 1.09584304769 [3, 1404, 43]
0.5445 0.9835 [1089, 27, 0]
0.0 3.4345 [0, 831, 1082]


