-6.76183791955 -0.28527056684 [179, 6, 81]
-14.1335080321 -7.17834364626 [136, 81, 78]


-16.6163497395 -1.42683142968 [105, 109, 74]
-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.0755325021 -8.80672032458 [75, 46, 77]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.0755325021 -8.80672032458 [75, 46, 77]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.0755325021 -8.80672032458 [75, 46, 77]


-17.6394245554 2.07335899667 [93, 111, 105]
-11.2980206188 -8.65852271336 [79, 134, 170]
-14.1335080321 -7.17834364626 [136, 81, 78]
-11.8004499228 -8.26484372093 [76, 81, 179]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.0755325021 -8.80672032458 [75, 46, 77]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]
-14.9366483163 -5.98506218082 [135, 93, 78]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]
-14.9366483163 -5.98506218082 [135, 93, 78]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]
-14.9366483163 -5.98506218082 [135, 93, 78]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]
-14.9366483163 -5.98506218082 [135, 93, 78]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]
-14.9366483163 -5.98506218082 [135, 93, 78]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]
-14.9366483163 -5.98506218082 [135, 93, 78]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]
-14.9366483163 -5.98506218082 [135, 93, 78]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]
-14.9366483163 -5.98506218082 [135, 93, 78]
-12.243354371 -7.99054204153 [52, 73, 134]
-17.0358324499 -2.36951248502 [99, 102, 132]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]
-14.9366483163 -5.98506218082 [135, 93, 78]
-12.243354371 -7.99054204153 [52, 73, 134]
-17.0358324499 -2.36951248502 [99, 102, 132]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]
-14.9366483163 -5.98506218082 [135, 93, 78]
-12.243354371 -7.99054204153 [52, 73, 134]
-17.0358324499 -2.36951248502 [99, 102, 132]


-17.6394245554 2.07335899667 [93, 111, 105]
-14.1335080321 -7.17834364626 [136, 81, 78]
-16.9707297228 -3.5116976522 [89, 96, 79]
-15.5816153562 -5.54474613602 [83, 78, 103]
-12.8448655651 -7.74310538083 [80, 74, 151]
-17.2531696308 2.032577195 [114, 94, 87]
-14.4191112513 -6.14395336474 [144, 93, 79]
-11.9206632194 -9.00062173236 [61, 78, 45]
-15.0257060992 -5.62841852285 [97, 80, 132]
-17.6831739328 4.96878965913 [118, 97, 106]
