0.222 1.07424892959 [111, 27, 6, 40, 163, 5, 45]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.006 2.44957768317 [3, 234, 103, 59, 44, 35, 50]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.218 1.11221953995 [109, 7, 120, 60, 47, 16, 39]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]

0.002 2.51494389693 [1, 62, 88, 133, 159, 5, 82]
0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.43 0.61856693675 [215, 5, 87, 22, 85, 62, 26]
0.222 1.07424892959 [111, 27, 6, 40, 163, 5, 45]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.006 2.44957768317 [3, 234, 103, 59, 44, 35, 50]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.218 1.11221953995 [109, 7, 120, 60, 47, 16, 39]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]

0.002 2.51494389693 [1, 62, 88, 133, 159, 5, 82]
0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.43 0.61856693675 [215, 5, 87, 22, 85, 62, 26]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.006 2.44957768317 [3, 234, 103, 59, 44, 35, 50]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.43 0.61856693675 [215, 5, 87, 22, 85, 62, 26]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.002 1.98584317659 [1, 59, 112, 105, 7, 57, 10]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.43 0.61856693675 [215, 5, 87, 22, 85, 62, 26]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.002 1.98584317659 [1, 59, 112, 105, 7, 57, 10]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.43 0.61856693675 [215, 5, 87, 22, 85, 62, 26]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.002 1.98584317659 [1, 59, 112, 105, 7, 57, 10]
0.0 2.815 [0, 147, 79, 2, 96, 117, 164]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.43 0.61856693675 [215, 5, 87, 22, 85, 62, 26]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.002 1.98584317659 [1, 59, 112, 105, 7, 57, 10]
0.0 2.815 [0, 147, 79, 2, 96, 117, 164]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.43 0.61856693675 [215, 5, 87, 22, 85, 62, 26]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.002 1.98584317659 [1, 59, 112, 105, 7, 57, 10]
0.0 2.815 [0, 147, 79, 2, 96, 117, 164]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.43 0.61856693675 [215, 5, 87, 22, 85, 62, 26]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.002 1.98584317659 [1, 59, 112, 105, 7, 57, 10]
0.0 2.815 [0, 147, 79, 2, 96, 117, 164]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.43 0.61856693675 [215, 5, 87, 22, 85, 62, 26]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.002 1.98584317659 [1, 59, 112, 105, 7, 57, 10]
0.0 2.341 [0, 31, 37, 162, 7, 26, 184]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.43 0.61856693675 [215, 5, 87, 22, 85, 62, 26]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.002 1.98584317659 [1, 59, 112, 105, 7, 57, 10]
0.0 2.341 [0, 31, 37, 162, 7, 26, 184]
0.132 1.12141124223 [66, 26, 54, 13, 1, 6, 49]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.43 0.61856693675 [215, 5, 87, 22, 85, 62, 26]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.002 1.98584317659 [1, 59, 112, 105, 7, 57, 10]
0.0 2.341 [0, 31, 37, 162, 7, 26, 184]
0.132 1.12141124223 [66, 26, 54, 13, 1, 6, 49]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.43 0.61856693675 [215, 5, 87, 22, 85, 62, 26]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.002 1.98584317659 [1, 59, 112, 105, 7, 57, 10]
0.0 2.341 [0, 31, 37, 162, 7, 26, 184]
0.132 1.12141124223 [66, 26, 54, 13, 1, 6, 49]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.43 0.61856693675 [215, 5, 87, 22, 85, 62, 26]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.002 1.98584317659 [1, 59, 112, 105, 7, 57, 10]
0.0 2.341 [0, 31, 37, 162, 7, 26, 184]
0.132 1.12141124223 [66, 26, 54, 13, 1, 6, 49]
0.004 1.96187858099 [2, 40, 65, 125, 1, 72, 48]
0.232 0.865509015951 [116, 19, 29, 55, 5, 46, 75]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.43 0.61856693675 [215, 5, 87, 22, 85, 62, 26]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.0 2.341 [0, 31, 37, 162, 7, 26, 184]
0.132 1.12141124223 [66, 26, 54, 13, 1, 6, 49]
0.232 0.865509015951 [116, 19, 29, 55, 5, 46, 75]
0.45 0.548066525979 [225, 96, 19, 63, 121, 8, 3]
0.0 1.858 [0, 9, 40, 24, 8, 175, 30]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.43 0.61856693675 [215, 5, 87, 22, 85, 62, 26]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.132 1.12141124223 [66, 26, 54, 13, 1, 6, 49]
0.232 0.865509015951 [116, 19, 29, 55, 5, 46, 75]
0.45 0.548066525979 [225, 96, 19, 63, 121, 8, 3]
0.0 1.858 [0, 9, 40, 24, 8, 175, 30]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.43 0.61856693675 [215, 5, 87, 22, 85, 62, 26]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.132 1.12141124223 [66, 26, 54, 13, 1, 6, 49]
0.232 0.865509015951 [116, 19, 29, 55, 5, 46, 75]
0.45 0.548066525979 [225, 96, 19, 63, 121, 8, 3]
0.0 1.858 [0, 9, 40, 24, 8, 175, 30]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.132 1.12141124223 [66, 26, 54, 13, 1, 6, 49]
0.232 0.865509015951 [116, 19, 29, 55, 5, 46, 75]
0.0 1.858 [0, 9, 40, 24, 8, 175, 30]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.132 1.12141124223 [66, 26, 54, 13, 1, 6, 49]
0.232 0.865509015951 [116, 19, 29, 55, 5, 46, 75]
0.0 1.858 [0, 9, 40, 24, 8, 175, 30]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.132 1.12141124223 [66, 26, 54, 13, 1, 6, 49]
0.232 0.865509015951 [116, 19, 29, 55, 5, 46, 75]
0.0 1.858 [0, 9, 40, 24, 8, 175, 30]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.204 1.0673576661 [102, 89, 27, 54, 10, 11, 35]
0.132 1.12141124223 [66, 26, 54, 13, 1, 6, 49]
0.232 0.865509015951 [116, 19, 29, 55, 5, 46, 75]
0.0 1.858 [0, 9, 40, 24, 8, 175, 30]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.132 1.12141124223 [66, 26, 54, 13, 1, 6, 49]
0.232 0.865509015951 [116, 19, 29, 55, 5, 46, 75]
0.0 1.858 [0, 9, 40, 24, 8, 175, 30]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.204 1.00558238977 [102, 20, 13, 12, 110, 3, 43]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.132 1.12141124223 [66, 26, 54, 13, 1, 6, 49]
0.232 0.865509015951 [116, 19, 29, 55, 5, 46, 75]
0.0 1.858 [0, 9, 40, 24, 8, 175, 30]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.204 1.00558238977 [102, 20, 13, 12, 110, 3, 43]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.132 1.12141124223 [66, 26, 54, 13, 1, 6, 49]
0.232 0.865509015951 [116, 19, 29, 55, 5, 46, 75]
0.0 1.858 [0, 9, 40, 24, 8, 175, 30]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.204 1.00558238977 [102, 20, 13, 12, 110, 3, 43]

0.042 1.3000898793 [21, 61, 54, 20, 44, 8, 13]
0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.132 1.12141124223 [66, 26, 54, 13, 1, 6, 49]
0.232 0.865509015951 [116, 19, 29, 55, 5, 46, 75]
0.0 1.858 [0, 9, 40, 24, 8, 175, 30]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.204 1.00558238977 [102, 20, 13, 12, 110, 3, 43]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]

0.226 0.912144052956 [113, 24, 15, 40, 37, 76, 40]
0.008 1.53408441771 [4, 13, 5, 163, 1, 32, 3]
0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.02 1.31315472277 [10, 65, 21, 10, 7, 27, 36]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.132 1.12141124223 [66, 26, 54, 13, 1, 6, 49]
