-30.9705 26.913 [33, 12, 165, 4, 3, 41]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]


-67.3249 10.9449 [11, 48, 3, 6, 4, 32]
-22.5214 5.3439 [31, 14, 4, 1, 2, 9]
-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]


-67.3249 10.9449 [11, 48, 3, 6, 4, 32]
-22.5214 5.3439 [31, 14, 4, 1, 2, 9]
-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]


-67.3249 10.9449 [11, 48, 3, 6, 4, 32]
-22.5214 5.3439 [31, 14, 4, 1, 2, 9]
-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]


-67.3249 10.9449 [11, 48, 3, 6, 4, 32]
-22.5214 5.3439 [31, 14, 4, 1, 2, 9]
-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]


-67.3249 10.9449 [11, 48, 3, 6, 4, 32]
-22.5214 5.3439 [31, 14, 4, 1, 2, 9]
-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]


-67.3249 10.9449 [11, 48, 3, 6, 4, 32]
-22.5214 5.3439 [31, 14, 4, 1, 2, 9]
-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]


-67.3249 10.9449 [11, 48, 3, 6, 4, 32]
-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]


-67.3249 10.9449 [11, 48, 3, 6, 4, 32]
-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-72.6549 19.8574 [10, 41, 26, 2, 39, 63]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-69.1997 15.3697 [10, 43, 14, 14, 9, 54]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]
-97.1201 12.0501 [4, 43, 12, 0, 10, 42]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]
-97.1201 12.0501 [4, 43, 12, 0, 10, 42]


-101.1138 21.6563 [77, 20, 12, 7, 18, 31]
-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]
-97.1201 12.0501 [4, 43, 12, 0, 10, 42]


-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]
-97.1201 12.0501 [4, 43, 12, 0, 10, 42]
-106.7584 19.3684 [78, 14, 23, 6, 6, 10]


-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]
-97.1201 12.0501 [4, 43, 12, 0, 10, 42]
-106.7584 19.3684 [78, 14, 23, 6, 6, 10]


-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]
-97.1201 12.0501 [4, 43, 12, 0, 10, 42]
-106.7584 19.3684 [78, 14, 23, 6, 6, 10]


-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]
-97.1201 12.0501 [4, 43, 12, 0, 10, 42]
-106.7584 19.3684 [78, 14, 23, 6, 6, 10]
-109.2813 25.0713 [79, 18, 67, 22, 12, 22]


-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]
-97.1201 12.0501 [4, 43, 12, 0, 10, 42]
-106.7584 19.3684 [78, 14, 23, 6, 6, 10]
-109.2813 25.0713 [79, 18, 67, 22, 12, 22]


-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]
-97.1201 12.0501 [4, 43, 12, 0, 10, 42]
-106.7584 19.3684 [78, 14, 23, 6, 6, 10]
-109.2813 25.0713 [79, 18, 67, 22, 12, 22]


-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]
-97.1201 12.0501 [4, 43, 12, 0, 10, 42]
-106.7584 19.3684 [78, 14, 23, 6, 6, 10]
-109.2813 25.0713 [79, 18, 67, 22, 12, 22]
-155.3069 45.8494 [87, 18, 106, 22, 31, 73]


-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]
-97.1201 12.0501 [4, 43, 12, 0, 10, 42]
-106.7584 19.3684 [78, 14, 23, 6, 6, 10]
-109.2813 25.0713 [79, 18, 67, 22, 12, 22]
-155.3069 45.8494 [87, 18, 106, 22, 31, 73]


-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]
-97.1201 12.0501 [4, 43, 12, 0, 10, 42]
-106.7584 19.3684 [78, 14, 23, 6, 6, 10]
-109.2813 25.0713 [79, 18, 67, 22, 12, 22]
-155.3069 45.8494 [87, 18, 106, 22, 31, 73]


-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]
-97.1201 12.0501 [4, 43, 12, 0, 10, 42]
-106.7584 19.3684 [78, 14, 23, 6, 6, 10]
-109.2813 25.0713 [79, 18, 67, 22, 12, 22]
-155.3069 45.8494 [87, 18, 106, 22, 31, 73]


-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]
-97.1201 12.0501 [4, 43, 12, 0, 10, 42]
-106.7584 19.3684 [78, 14, 23, 6, 6, 10]
-109.2813 25.0713 [79, 18, 67, 22, 12, 22]
-155.3069 45.8494 [87, 18, 106, 22, 31, 73]


-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]
-97.1201 12.0501 [4, 43, 12, 0, 10, 42]
-106.7584 19.3684 [78, 14, 23, 6, 6, 10]
-109.2813 25.0713 [79, 18, 67, 22, 12, 22]
-155.3069 45.8494 [87, 18, 106, 22, 31, 73]


-122.1336 31.4636 [80, 28, 125, 2, 0, 10]
-182.8555 49.498 [93, 25, 113, 91, 5, 53]
-27.695 5.245 [27, 15, 10, 2, 4, 10]
-68.6346 8.6971 [9, 34, 17, 37, 6, 23]
-228.1738 59.6163 [98, 21, 147, 37, 8, 81]
-78.9713 9.9413 [8, 47, 25, 6, 4, 18]
-97.1201 12.0501 [4, 43, 12, 0, 10, 42]
-106.7584 19.3684 [78, 14, 23, 6, 6, 10]
