0.4 2.4 [2, 1, 2, 1, 2, 2, 0, 2, 0, 3]

0.0 3.4 [0, 2, 0, 4, 1, 1, 2, 0, 2, 0]
0.6 1.97171431429 [3, 3, 1, 3, 0, 1, 0, 0, 4, 0]
0.8 1.90294372515 [4, 1, 1, 2, 2, 1, 1, 1, 3, 1]
0.2 2.92822021129 [1, 2, 0, 0, 2, 0, 1, 3, 3, 3]
0.4 2.23380962103 [2, 1, 2, 1, 2, 0, 0, 3, 0, 3]

0.0 3.4 [0, 2, 0, 4, 1, 1, 2, 0, 2, 0]
0.8 1.90294372515 [4, 1, 1, 2, 2, 1, 1, 1, 3, 1]
0.2 2.92822021129 [1, 2, 0, 0, 2, 0, 1, 3, 3, 3]
0.4 2.23380962103 [2, 1, 2, 1, 2, 0, 0, 3, 0, 3]
0.6 1.50385186032 [3, 0, 3, 0, 2, 2, 0, 1, 0, 1]

0.0 3.4 [0, 2, 0, 4, 1, 1, 2, 0, 2, 0]
0.2 2.92822021129 [1, 2, 0, 0, 2, 0, 1, 3, 3, 3]
0.4 2.23380962103 [2, 1, 2, 1, 2, 0, 0, 3, 0, 3]
0.6 1.50385186032 [3, 0, 3, 0, 2, 2, 0, 1, 0, 1]
0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]

0.0 3.4 [0, 2, 0, 4, 1, 1, 2, 0, 2, 0]
0.2 2.92822021129 [1, 2, 0, 0, 2, 0, 1, 3, 3, 3]
0.6 1.50385186032 [3, 0, 3, 0, 2, 2, 0, 1, 0, 1]
0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]

0.0 3.4 [0, 2, 0, 4, 1, 1, 2, 0, 2, 0]
0.2 2.92822021129 [1, 2, 0, 0, 2, 0, 1, 3, 3, 3]
0.6 1.50385186032 [3, 0, 3, 0, 2, 2, 0, 1, 0, 1]
0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]

0.2 2.92822021129 [1, 2, 0, 0, 2, 0, 1, 3, 3, 3]
0.6 1.50385186032 [3, 0, 3, 0, 2, 2, 0, 1, 0, 1]
0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.0 2.8 [0, 0, 0, 0, 1, 0, 4, 0, 2, 2]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]

0.6 1.50385186032 [3, 0, 3, 0, 2, 2, 0, 1, 0, 1]
0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.0 2.8 [0, 0, 0, 0, 1, 0, 4, 0, 2, 2]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]

0.6 1.50385186032 [3, 0, 3, 0, 2, 2, 0, 1, 0, 1]
0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.0 2.8 [0, 0, 0, 0, 1, 0, 4, 0, 2, 2]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]

0.6 1.50385186032 [3, 0, 3, 0, 2, 2, 0, 1, 0, 1]
0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.0 2.8 [0, 0, 0, 0, 1, 0, 4, 0, 2, 2]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.2 2.57537887488 [1, 1, 0, 0, 2, 2, 1, 1, 4, 1]

0.6 1.50385186032 [3, 0, 3, 0, 2, 2, 0, 1, 0, 1]
0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.0 2.8 [0, 0, 0, 0, 1, 0, 4, 0, 2, 2]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.2 2.05166852265 [1, 1, 0, 0, 0, 2, 1, 2, 2, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.0 2.8 [0, 0, 0, 0, 1, 0, 4, 0, 2, 2]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.2 2.05166852265 [1, 1, 0, 0, 0, 2, 1, 2, 2, 1]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.0 2.8 [0, 0, 0, 0, 1, 0, 4, 0, 2, 2]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.0 2.8 [0, 0, 0, 0, 1, 0, 4, 0, 2, 2]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.0 2.8 [0, 0, 0, 0, 1, 0, 4, 0, 2, 2]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.0 2.8 [0, 0, 0, 0, 1, 0, 4, 0, 2, 2]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.0 2.8 [0, 0, 0, 0, 1, 0, 4, 0, 2, 2]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.0 2.8 [0, 0, 0, 0, 1, 0, 4, 0, 2, 2]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.0 2.8 [0, 0, 0, 0, 1, 0, 4, 0, 2, 2]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.0 2.8 [0, 0, 0, 0, 1, 0, 4, 0, 2, 2]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.4 1.74169947557 [2, 0, 1, 0, 3, 0, 1, 3, 0, 1]
0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.6 [0, 2, 0, 0, 2, 1, 1, 0, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]
0.0 2.4 [0, 0, 0, 1, 2, 0, 0, 0, 2, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]
0.0 2.4 [0, 0, 0, 1, 2, 0, 0, 0, 2, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]
0.0 2.4 [0, 0, 0, 1, 2, 0, 0, 0, 2, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]
0.0 2.4 [0, 0, 0, 1, 2, 0, 0, 0, 2, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]
0.0 2.4 [0, 0, 0, 1, 2, 0, 0, 0, 2, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.4 1.58019609728 [2, 0, 0, 1, 0, 1, 2, 1, 1, 2]
0.0 2.4 [0, 0, 0, 1, 2, 0, 0, 0, 2, 2]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.4 [0, 0, 0, 1, 2, 0, 0, 0, 2, 2]
0.4 1.42020410289 [2, 0, 0, 1, 2, 1, 0, 2, 0, 1]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.4 [0, 0, 0, 1, 2, 0, 0, 0, 2, 2]
0.4 1.42020410289 [2, 0, 0, 1, 2, 1, 0, 2, 0, 1]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.4 [0, 0, 0, 1, 2, 0, 0, 0, 2, 2]
0.4 1.42020410289 [2, 0, 0, 1, 2, 1, 0, 2, 0, 1]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.4 [0, 0, 0, 1, 2, 0, 0, 0, 2, 2]
0.4 1.42020410289 [2, 0, 0, 1, 2, 1, 0, 2, 0, 1]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
0.0 2.4 [0, 0, 0, 1, 2, 0, 0, 0, 2, 2]
0.4 1.42020410289 [2, 0, 0, 1, 2, 1, 0, 2, 0, 1]

0.8 0.6 [4, 0, 0, 0, 0, 1, 0, 0, 0, 3]
0.6 0.90455488499 [3, 0, 0, 0, 0, 0, 1, 0, 0, 4]
0.2 1.87888974491 [1, 0, 0, 1, 0, 0, 1, 4, 1, 1]
